ID;Название лида;Обращение;Имя;Фамилия;Отчество;Имя, Фамилия;Дата рождения;Адрес;Улица, номер дома;Квартира, офис, комната, этаж;Населенный пункт;Район;Регион;Почтовый индекс;Страна;Рабочий телефон;Мобильный телефон;Номер факса;Домашний телефон;Номер пейджера;Телефон для рассылок;Другой телефон;Корпоративный сайт;Личная страница;Страница Facebook;Страница ВКонтакте;Страница LiveJournal;Микроблог Twitter;Другой сайт;Рабочий e-mail;Частный e-mail;E-mail для рассылок;Другой e-mail;Контакт Facebook;Контакт Telegram;Контакт ВКонтакте;Контакт Skype;Контакт Viber;Комментарии Instagram;Контакт Битрикс24 Network;Онлайн-чат;Контакт Открытая линия;Контакт ICQ;Контакт MSN/Live!;Контакт Jabber;Другой контакт;Связанный пользователь;Название компании;Должность;Комментарий;Стадия;Дополнительно о стадии;Товар;Цена;Количество;Возможная сумма;Валюта;Источник;Дополнительно об источнике;Доступен для всех;Ответственный;roistat;ИНН;Часовой пояс;Конечная цена контракта;Максимальная цена контракта;Регион;Срок поставки;Ссылка;Сумма гарантии;Документация(ссылки);Номер извещения;Источник;Тип;Кампания;Ключевая фраза;GOOGLE_ID;YANDEX_ID;Точка входа;Город;Запись звонка;РК;Содержание РК;Точка отправки формы;категория А;категория В;категория С;Условия поставки - отображаются в спецификации;Форма захвата;Новая строка;Дата извещения;Окончание подачи заявок;Рассмотрение заявок;Проведение аукциона;Площадка;Предмет закупки;Тип закупки;Список оборудования;Оборудование у клиента;Закупка по тендеру;Новое поле - логистам;Причина отказа по лиду;ya_client_id;ga_client_id;UF_CRM_SP_UNSUBSCR;В ЧЕМ ПРИЧИНА СЛИВА?;Instagram;GA_CID;VK_WZ;TelegramUsername_WZ;TelegramId_WZ;Avito_WZ;WhatsApp Group Id;Telegram Group Id;Часовой пояс (для фильтра);Товар;Услуга
3962;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРОДСКАЯ РЕСУРСОСНАБЖАЮЩАЯКОМПАНИЯ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за Уплотнение FP10-EPDM-CLIP-проточное по Счету на оплату № 146106240 от 18.03.2022 года В т.ч. НДС  (20%) 6250-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730249265    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3963;"ООО ""САНРАЙЗ ИНЖИНИРИНГ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧЕТУ 7587 ОТ 11.07.23 ЗА РЕАГЕНТ ДЛЯ ОЧИСТКИ ТЕПЛОВОГО ОБОРУДОВАНИЯ. СУММА 44405-76 В Т.Ч. НДС (20%) 7400-96;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730254280    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3964;"ТСЖ ""ФИЛИ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ЗА уплотнение VT10 - EPDM -КЛЕЕВОЕ -ПРОТОЧНОЕ - 4.319-125 И КЛЕЙ ПО СЧЕТУ N 146110342 ОТ 20.06.2022. В том числе НДС 20 % - 5020.83 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730528156    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3965;"СПКУЖК ""ОБЪЕДИНЕНИЕ ЖИЛЬЦОВ НА КАСТАНАЕВСКОЙ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 19747/RUB от 22.08.2022 г. за уплотнения ТПР Сумма 59389-44 В т.ч. НДС  (20%) 9898-24;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730529336    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3966;"ТСЖ ""ФИЛИН""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ. ПО СЧЕТУ 220012/00 ОТ 12.01.2022 ЗА КОМПЛЕКТ ПЛАСТИН, ИХ ЗАМЕНУ.В Т.Ч. НДС 20 % - 13656.00 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730579168    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3967;"ООО ""АЛВИСА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по Счету-договору N 175118469 от 03.04.2023 за материалы 12220-00 руб. В т.ч. НДС (20%) 2036-67 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730614662    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3968;"ТСЖ ""Кутузовский 23""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 640 от 24 января 2022 г. за насос. Сумма 53926-00 В т.ч. НДС  (20%) 8987-67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730642268    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3969;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗ ЭСТЕЙТ-ФИЛИ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по  Сч.№1692 от 06.02.2023, за уплотнение из спец.резины Сумма 30001-66 В т.ч. НДС  (20%) 5000-28;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730648301    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3970;"Общество с ограниченной ответственностью ""Кванта Групп""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 5951 от 11 мая 2023 г. Прокладка EPDM, Пластина AISI316 В том числе НДС (20%), 7 632.50 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730666163    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3971;"ООО ""ЕПГ ПРОДАКШН""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за комплект топлообменников по счету №13949 от 20.11.2023 Сумма 523362-45 RUB.В т.ч. НДС(20%) 87227-08;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730669750    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3972;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЭКОПРОМСЕРВИС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по сч 7353 от 09/06/23 за пластины В том числе НДС (20%), 3 363.52 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730669894    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3973;"ООО ""ХлебТорг""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету 162108889 от 04.05.22  за уплотнение Т5М-ЕРDM-CLIP- проточное Сумма 26195-00 В т.ч. НДС  (20%) 4365-83;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7730671910    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3974;"ООО ""ЦИФРА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по договору Счет N 7648 от 19.06.2023 за организацию авиадоставку оборудования Пермь-Владивосток  Сумма 16000-00 В т.ч. НДС  (20%) 2666-67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731351078    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3975;"ТСЖ ""СУВОРОВ ПАРК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счет №14515 от 01.12.2023 Насос  Сумма 169377-00 В т.ч. НДС  (20%) 28229-50;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731394339    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3976;"ООО ""ЕВРОКЛИМА""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 9805 от 10 августа 2023 г. за уплотнение в т.ч. НДС 20% 20414.80;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731485628    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3977;"ООО ""СИНТЕСИС РУС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 7854 от 25.07.2022 г. за оборудование Сумма 229984-56 В т.ч. НДС  (20%) 38330-76;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731513145    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3978;"ООО ""ПОЛИФРАК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету N175118323 к договору поставки N 120-Е-2023 от 9 июня 2023 г. за установку Е8-Буря 2.0, В т.ч. НДС 20% - 217800 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731546905    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3979;"ООО ""МОТОР""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за товар по сч 196 от 08,08,2022 В том числе НДС 20 % - 875.00 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731592732    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3980;"ООО ""КОНТИНЕНТАЛЬ СЕРВИС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счет-договору N146121190 от 13.06.2023 г. за уплотнение-40 ед. Сумма 29720-00 В т.ч. НДС (20%) 4953-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7731599248    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3981;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИЭНПИ РУС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ВОЗВРАТ ПО СЧЕТУ №1412 ОТ 23.03.2022Г. ПО ПИСЬМУ 270 ОТ 24.03.22. В ТОМ ЧИСЛЕ НДС 20%, 256.80 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733256341    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3982;"ООО ""ПТЗ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №9673 от 07.08.2023 за Оборудование насосноеСумма 49770-00Без налога (НДС) В том числе НДС 20 % - 8295.00 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733322820    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3983;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННАЯ СУДОХОДНАЯ КОМПАНИЯ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 13220 от 22.12.2023 тх НАВИС-2 Насос CDM 5- 8 1.1 кВт IE3 FANCY  Сумма 52464-51 В т.ч. НДС  (20%) 8744-09;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733329014    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3984;"ООО ""Норд Стар""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Платеж по счёту № 10406 от 20.09.2022 г. за оборудование. В том числе НДС 20% 14779.80;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733354469    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3985;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКСНОЕ РЕШЕНИЕ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №1634 от 27 апреля 2023 г. по договору №27042/ДПО от 27.04.2023г. на поставку пластин и уплотнений  В т.ч. НДС 20% ? 18?600 руб;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733409728    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3986;"АО ""Гос МКБ ""Вымпел"" им.И.И.Торопова""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Предоплата за преобразователь частоты по сч. 25870/RUB от 21.04.2023, в т.ч. НДС 20% - 5220,83 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733546058    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3987;"ООО ""Ферст""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за поставку по счету N125118249 от 13.03.2023 Сумма 27692-00 В т.ч. НДС(20%) 4615-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733625711    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3988;"ООО ""СК КАСКАД""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Предоплата по счету №289 от 02.03.2023 насосная станция, станция пожаротушения, доставка Объект Больница Пирогова Сумма 500000-00 В т.ч. НДС  (20%) 83333-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733661420    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3989;"ООО ""ЭТМ-СТРОЙ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата за материалы по счету N194118697 от 16.05.2023г В т.ч. НДС 20% - 48 732,00 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733783718    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3990;"ООО ""ФОРПОСТ 13""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧ. 10935 ОТ 06.09.2023Г. ЗА УПЛОТНЕНИЕ M6M EPDM, УПЛОТНЕНИЕ M10B EPDM . В Т.Ч. НДС 20% - 32 433,92 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733839777    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3991;"ООО ""Бассон""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету N 130111520 от 21.07.2022 г В том числе НДС 20 % - 2725.00 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733864780    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3992;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Л.-ГРУПП""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧЕТУ №629 ОТ 01.02.2022Г., ЗА СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ. СУММА 61389-00 РУБ. В ТОМ ЧИСЛЕ НДС 20%, 10231.50 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7733886992    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3993;"АКЦИОНЕРНОЕ ОБЩЕСТВО АГЕНТСТВО ""РАСПРОСТРАНЕНИЕ, ОБРАБОТКА, СБОР ПЕЧАТИ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по Спецификации N11 к Договору 272-ЕР-2016 от 12.09.2016, устранение неисправности в системе отопления., текущий платеж. Сумма 549982-36 В т.ч. НДС(20%) 91663-73;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734006150    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3994;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО СВЯЗИ"" Р/С 40702810001300026319";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по дог. No 27041/ ДРО от 21.06.2023 и счёту № 1934 от 30.06.2023 г. за сервисное обслуживание оборудования в ИТП НДС(20%) 17332-50;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734047929    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3995;"Департамент финансов города Москвы (ГБУЗ ""ГКБ N 67 им. Л. А. Ворохобова ДЗМ"" л/с 3605441000450513)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(244.000.7) КЭСО 225:1097420.80; Оплата за работы по замене уплотнений и промывке теплообменников по УПД N 230602-03 от 13.06.2023г. ГК N 0373200011423000522_49167 от 15.05.2023г. в т.ч. НДС(20%): 182903-47";Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734091519    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3996;Департамент финансов города Москвы (ГБОУ ВО МГИМ ИМ. А.Г. ШНИТКЕ, МГИМ ИМ. А.Г. ШНИТКЕ л/с 2605641000830099);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(244.000.2):119200,00 КОСГУ 225 Оплата по УПД N 230711-01 от 11.07.2023г. текущ.ремонт теплообменика в по Дог.N 96/23 от 10.07.2022г., в том числе НДС 20%:19866,67.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734099035    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3997;"АО ""АТМ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;АВАНС ПО СЧЕТ № 5619 ОТ 31.05.2023 ЗА ПОСТАВКУ КОМПЛЕКТУЮЩИХ. 18727-34 РУБ.В Т.Ч. НДС (20%) 3121-22 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734242302    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3998;"ООО ""СМ СОФТ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ ПО СЧ №26165/RUB ОТ 04/05/23 ЗА ПРЕОБРАЗОВАТЕЛЬ ЧАСТОТЫ В т.ч. НДС 20% - 2 528,40 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734433280    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3999;"ООО ""ИСК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Платеж по счёту № 16396699 от  09.02.2022 г. за уплотнение, прокладки, пластины . В том числе НДС 20% 30826.67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734434340    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000;"ООО ""НИКА-ПЕТРОТЭК""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по Счету N 29401/RUB от 30.10.2023 НасосСумма 141610.00В том числе НДС(20%) 23601.67;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7734720936    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4001;"АО ""МИКРОН""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛАТА ПО СЧЕТУ 1301099394 ОТ 23.05.2022 SX100 ВСТАВКА EPDM, В Т.Ч. НДС 20% 4480-00 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735007358    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4002;"АО ""ЭЛМА-МАЛАХИТ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 18692/RUB от 28.06.2022г. за насос, фильтрующий элемент Cумма 48075-33,в т.ч. НДС(20%) - 8012-56.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735042384    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4003;"ООО ""ОнЛайн Трейд""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Возврат денежных средств по счету CB021773600 от 07.09.2023 Сумма 3243-00 В т.ч. НДС  (20%) 540-50;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735092378    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4004;"ООО ""ОПК Энергоплаза";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Частичная предоплата 30% по счету №19 от 19.01.22 за клапан Сумма 16260-00 В т.ч. НДС(20%) 2710-00;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735166284    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4005;"ООО ""Логика""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по сч.№22941/RUB от 13.01.23г. за насос циркуляционный Zota Ring 32-120 с гайками. В т.ч. НДС 20% - 4008,33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735504208    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4006;"ООО КОМПАНИЯ ""АВТО-ПАРТНЕР""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;По счету 266117779 от 22.02.23, за bostik 1782 В т.ч. НДС 20% - 2 300,00 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735540213    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4007;"ООО ""ПРАСЛИН"" Р/С 40702810138150007592 ПАО Сбербанк//БИК044525225";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ОПЛ. ЗА УПЛОТНЕНИЕ ПО СЧЕТУ № 1847 ОТ 15.06.2023 Г. В Т.Ч. НДС 20 % - 7083.33 РУБ.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7735546007    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4008;"ГУП ""БОЛЬШОЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ЦИРК НА ПРОСПЕКТЕ ВЕРНАДСКОГО""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по договору N Х-322/22 от 02.06.2022 г. Товар. Счет 0721-030 от 21.07.2022 г. Сумма 209827-52 В т.ч. НДС (20%) 34971-25;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7736039722    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4009;ООО ЯНДЕКС;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Возврат аванса по Б-65178154-1 по заявке.В том числе НДС(18%): 43.29 руб.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7736207543    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4010;"ООО СК ""ЛЮКС ИНЖИНИРИНГ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 21700/RUB от 14.11.2022 г. В том числе НДС 20 % - 6666.67 рублей.;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7736251415    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4011;"Товарищество собственников недвижимости (жилья) ""Академик"" Р/С 40703810602300000115";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету №1881 от 21 июня 2023г за прокладки для ИТП. Сумма 96200-00 В т.ч. НДС  (20%) 16033-33;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7736286320    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4012;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКТСЕРВИС""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 6974 от 13.12.2022 за уплотнение. (ИК833) Сумма 852100-00 В т.ч. НДС  (20%) 142016-66;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7736286369    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4013;ООО Фитнес 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Оплата по счету № 1200 от 30.01.2023 за пластины. Сумма 29848-50 В т.ч. НДС  (20%) 4974-75;Импорт лидов;;;;;;;Клиенты конкурентов;;;;;7736322151    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
